2012;27;2012.07.07.;0;0 Ft;24;2 274 725 Ft;2379;24 300 Ft;72903;1 540 Ft;17;29;74;76;82
2012;26;2012.06.30.;0;0 Ft;26;2 116 750 Ft;2339;24 915 Ft;82221;1 380 Ft;11;12;31;49;58
2012;25;2012.06.23.;0;0 Ft;37;1 523 825 Ft;3393;17 595 Ft;90960;1 275 Ft;19;24;47;60;88
2012;24;2012.06.16.;2;2 057 602 470 Ft;67;1 587 555 Ft;5615;20 060 Ft;157973;1 385 Ft;19;26;53;60;89
2012;23;2012.06.09.;0;0 Ft;39;2 752 115 Ft;5498;20 670 Ft;168644;1 310 Ft;14;21;22;58;64
2012;22;2012.06.02.;0;0 Ft;45;2 186 345 Ft;4376;23 805 Ft;129733;1 560 Ft;18;20;30;42;51
2012;21;2012.05.26.;0;0 Ft;55;1 792 355 Ft;5715;18 265 Ft;157546;1 290 Ft;23;30;45;56;71
2012;20;2012.05.19.;0;0 Ft;84;1 127 870 Ft;6569;15 270 Ft;161858;1 205 Ft;11;36;43;63;66
2012;19;2012.05.12.;0;0 Ft;39;2 541 315 Ft;4644;22 595 Ft;149645;1 365 Ft;1;25;27;69;81
2012;18;2012.05.05.;0;0 Ft;40;2 201 815 Ft;4124;22 610 Ft;127375;1 425 Ft;21;36;68;69;87
2012;17;2012.04.28.;0;0 Ft;68;1 298 805 Ft;6061;15 430 Ft;147097;1 235 Ft;1;6;23;46;50
2012;16;2012.04.21.;0;0 Ft;28;3 212 715 Ft;3271;29 120 Ft;111034;1 670 Ft;24;25;43;60;85
2012;15;2012.04.14.;0;0 Ft;49;1 998 695 Ft;4042;25 655 Ft;134464;1 500 Ft;1;23;39;50;65
2012;14;2012.04.07.;0;0 Ft;21;4 306 380 Ft;2794;34 270 Ft;94438;1 970 Ft;35;75;80;84;86
2012;13;2012.03.31.;0;0 Ft;37;2 396 700 Ft;3951;23 765 Ft;121736;1 500 Ft;15;17;68;71;89
2012;12;2012.03.24.;0;0 Ft;39;2 104 755 Ft;3962;21 935 Ft;125652;1 345 Ft;5;44;63;73;83
2012;11;2012.03.17.;0;0 Ft;44;1 764 310 Ft;3597;22 850 Ft;108791;1 470 Ft;39;45;57;77;81
2012;10;2012.03.10.;0;0 Ft;40;1 945 810 Ft;3671;22 450 Ft;103629;1 545 Ft;45;67;69;76;88
2012;9;2012.03.03.;0;0 Ft;46;1 593 475 Ft;4042;19 200 Ft;115633;1 305 Ft;2;18;43;48;53
2012;8;2012.02.25.;0;0 Ft;29;2 510 100 Ft;3152;24 455 Ft;104206;1 440 Ft;7;18;59;60;65
2012;7;2012.02.18.;0;0 Ft;42;1 645 995 Ft;4245;17 245 Ft;114130;1 245 Ft;3;29;66;79;83
2012;6;2012.02.11.;0;0 Ft;9;7 636 755 Ft;1754;41 490 Ft;66765;2 120 Ft;40;54;60;64;65
2012;5;2012.02.04.;0;0 Ft;40;1 622 215 Ft;3754;18 300 Ft;102901;1 300 Ft;4;15;24;78;82
2012;4;2012.01.28.;0;0 Ft;108;604 185 Ft;6317;10 935 Ft;134355;1 000 Ft;7;21;48;55;82
2012;3;2012.01.21.;0;0 Ft;21;2 929 435 Ft;2626;24 805 Ft;83456;1 520 Ft;10;30;44;65;66
2012;2;2012.01.14.;0;0 Ft;28;2 459 350 Ft;2837;25 700 Ft;85851;1 650 Ft;12;41;59;61;66
2012;1;2012.01.07.;0;0 Ft;22;2 649 905 Ft;2144;28 790 Ft;75194;1 595 Ft;45;56;65;81;83
2011;52;2012.01.01.;0;0 Ft;59;1 126 815 Ft;4470;15 750 Ft;115434;1 185 Ft;19;32;36;52;76
2011;51;2011.12.25.;0;0 Ft;43;1 324 670 Ft;3727;16 180 Ft;96475;1 215 Ft;12;18;25;40;67
2011;50;2011.12.17.;0;0 Ft;27;2 053 860 Ft;2249;26 110 Ft;73117;1 560 Ft;2;4;61;62;89
2011;49;2011.12.10.;0;0 Ft;66;816 710 Ft;3841;14 860 Ft;89502;1 240 Ft;4;24;32;46;84
2011;48;2011.12.03.;0;0 Ft;41;1 277 475 Ft;3432;16 160 Ft;90940;1 185 Ft;9;18;45;57;71
2011;47;2011.11.26.;0;0 Ft;46;1 100 160 Ft;3091;17 335 Ft;79649;1 310 Ft;2;6;34;35;76
2011;46;2011.11.19.;1;1 935 227 645 Ft;78;1 014 915 Ft;4633;18 090 Ft;120816;1 350 Ft;4;34;48;66;83
2011;45;2011.11.12.;0;0 Ft;38;2 137 200 Ft;3983;21 590 Ft;121699;1 375 Ft;6;11;40;47;86
2011;44;2011.11.05.;0;0 Ft;47;1 419 560 Ft;4663;15 150 Ft;120814;1 135 Ft;6;26;27;33;75
2011;43;2011.10.29.;0;0 Ft;56;1 183 240 Ft;3605;19 460 Ft;104620;1 305 Ft;4;26;67;68;71
2011;42;2011.10.22.;0;0 Ft;38;1 723 440 Ft;3277;21 160 Ft;98962;1 360 Ft;24;37;39;48;74
2011;41;2011.10.15.;0;0 Ft;29;2 412 215 Ft;3356;22 070 Ft;99144;1 455 Ft;1;4;40;57;70
2011;40;2011.10.08.;0;0 Ft;40;1 635 115 Ft;3409;20 315 Ft;89535;1 505 Ft;33;59;63;76;84
2011;39;2011.10.01.;0;0 Ft;24;2 502 700 Ft;2976;21 370 Ft;96774;1 280 Ft;4;22;32;33;35
2011;38;2011.09.24.;0;0 Ft;47;1 239 510 Ft;4610;13 380 Ft;114520;1 045 Ft;3;20;27;42;51
2011;37;2011.09.17.;0;0 Ft;33;1 736 870 Ft;2389;25 405 Ft;67063;1 760 Ft;16;50;74;76;78
2011;36;2011.09.10.;0;0 Ft;50;1 191 975 Ft;2818;22 395 Ft;71024;1 730 Ft;35;57;74;84;87
2011;35;2011.09.03.;0;0 Ft;46;1 204 285 Ft;3490;16 805 Ft;99556;1 145 Ft;7;10;56;58;84
2011;34;2011.08.27.;0;0 Ft;19;2 835 555 Ft;1709;33 380 Ft;54586;2 030 Ft;35;59;78;85;88
2011;33;2011.08.20.;0;0 Ft;10;4 912 460 Ft;1798;28 930 Ft;59008;1 715 Ft;23;65;75;84;88
2011;32;2011.08.13.;0;0 Ft;26;2 226 850 Ft;2436;25 165 Ft;77536;1 535 Ft;20;56;63;68;84
2011;31;2011.08.06.;0;0 Ft;22;2 336 885 Ft;3052;17 835 Ft;82400;1 285 Ft;7;14;50;68;90
2011;30;2011.07.30.;0;0 Ft;24;2 087 170 Ft;1897;27 960 Ft;58240;1 770 Ft;28;50;64;79;82
2011;29;2011.07.23.;0;0 Ft;39;1 266 290 Ft;2553;20 480 Ft;68639;1 480 Ft;28;55;57;82;83
2011;28;2011.07.16.;1;458 625 055 Ft;39;1 368 315 Ft;2631;21 475 Ft;76263;1 440 Ft;4;20;43;52;85
2011;27;2011.07.09.;0;0 Ft;12;4 372 665 Ft;1629;34 105 Ft;54546;1 980 Ft;37;50;65;87;89
2011;26;2011.07.02.;0;0 Ft;15;3 452 430 Ft;2444;22 435 Ft;71975;1 480 Ft;2;22;36;60;76
2011;25;2011.06.25.;0;0 Ft;28;1 827 520 Ft;2253;24 050 Ft;70331;1 500 Ft;15;52;55;71;83
2011;24;2011.06.18.;0;0 Ft;40;1 277 355 Ft;2902;18 640 Ft;76860;1 370 Ft;15;20;37;42;51
2011;23;2011.06.11.;1;1 934 388 935 Ft;53;1 622 515 Ft;5110;17 820 Ft;139808;1 265 Ft;11;42;45;63;76
2011;22;2011.06.04.;0;0 Ft;32;2 409 085 Ft;4253;19 190 Ft;128532;1 235 Ft;2;13;72;83;84
2011;21;2011.05.28.;0;0 Ft;89;830 850 Ft;5524;14 175 Ft;130215;1 170 Ft;9;33;42;68;74
2011;20;2011.05.21.;0;0 Ft;34;2 186 250 Ft;3633;21 665 Ft;106956;1 430 Ft;8;10;51;59;74
2011;19;2011.05.14.;0;0 Ft;20;4 261 865 Ft;3157;28 590 Ft;105976;1 655 Ft;22;29;40;48;86
2011;18;2011.05.07.;0;0 Ft;48;1 497 105 Ft;4276;17 795 Ft;119338;1 240 Ft;6;22;23;47;84
2011;17;2011.04.30.;0;0 Ft;12;5 511 230 Ft;1943;36 040 Ft;70218;1 940 Ft;26;39;41;84;88
2011;16;2011.04.23.;0;0 Ft;73;921 500 Ft;4756;14 975 Ft;123573;1 120 Ft;1;19;34;51;67
2011;15;2011.04.16.;0;0 Ft;10;6 085 425 Ft;1688;38 170 Ft;62912;1 990 Ft;35;60;74;77;84
2011;14;2011.04.09.;0;0 Ft;27;2 260 960 Ft;2899;22 295 Ft;82936;1 515 Ft;2;34;66;77;82
2011;13;2011.04.02.;0;0 Ft;31;1 770 770 Ft;3231;17 990 Ft;90962;1 240 Ft;24;29;53;71;72
2011;12;2011.03.26.;0;0 Ft;10;5 227 725 Ft;1756;31 520 Ft;59785;1 800 Ft;40;54;73;81;85
2011;11;2011.03.19.;0;0 Ft;21;2 366 700 Ft;1908;27 580 Ft;62103;1 650 Ft;18;41;42;52;89
2011;10;2011.03.12.;0;0 Ft;22;2 521 610 Ft;2926;20 075 Ft;85493;1 335 Ft;17;31;32;53;72
2011;9;2011.03.05.;0;0 Ft;22;2 261 585 Ft;1917;27 480 Ft;69166;1 480 Ft;1;56;69;75;76
2011;8;2011.02.26.;0;0 Ft;32;1 517 470 Ft;3218;15 975 Ft;81903;1 220 Ft;5;22;51;70;72
2011;7;2011.02.19.;0;0 Ft;26;1 872 880 Ft;2425;21 260 Ft;62456;1 605 Ft;15;38;66;70;76
2011;6;2011.02.12.;1;556 859 255 Ft;78;750 625 Ft;4620;13 420 Ft;107879;1 115 Ft;5;15;36;73;75
2011;5;2011.02.05.;0;0 Ft;27;1 904 060 Ft;2405;22 635 Ft;76829;1 380 Ft;1;2;18;58;74
2011;4;2011.01.29.;0;0 Ft;47;1 068 760 Ft;3881;13 705 Ft;93680;1 105 Ft;12;21;33;57;59
2011;3;2011.01.22.;0;0 Ft;19;2 684 685 Ft;1612;33 505 Ft;57243;1 835 Ft;26;39;70;71;82
2011;2;2011.01.15.;0;0 Ft;33;1 678 430 Ft;3183;18 425 Ft;89842;1 270 Ft;3;10;48;61;76
2011;1;2011.01.08.;0;0 Ft;43;1 138 755 Ft;2732;18 980 Ft;68153;1 480 Ft;5;30;55;70;85
2010;52;2011.01.01.;1;874 276 330 Ft;43;1 534 290 Ft;3396;20 570 Ft;100313;1 355 Ft;4;8;31;81;83
2010;51;2010.12.25.;0;0 Ft;21;2 238 530 Ft;2815;17 680 Ft;82320;1 175 Ft;4;17;70;71;75
2010;50;2010.12.18.;0;0 Ft;19;2 558 480 Ft;2058;25 010 Ft;70447;1 420 Ft;11;30;63;66;84
2010;49;2010.12.11.;0;0 Ft;67;728 050 Ft;4682;11 030 Ft;98864;1 015 Ft;4;28;38;69;72
2010;48;2010.12.04.;0;0 Ft;24;1 951 005 Ft;2510;19 750 Ft;71851;1 340 Ft;37;45;48;52;74
2010;47;2010.11.27.;0;0 Ft;10;4 556 430 Ft;1505;32 055 Ft;57288;1 635 Ft;2;60;66;73;84
2010;46;2010.11.20.;0;0 Ft;14;3 244 805 Ft;1539;31 255 Ft;59420;1 575 Ft;24;26;39;40;78
2010;45;2010.11.13.;0;0 Ft;41;1 205 780 Ft;2708;19 330 Ft;74120;1 375 Ft;1;15;22;50;80
2010;44;2010.11.06.;0;0 Ft;17;2 569 935 Ft;1943;23 810 Ft;59969;1 500 Ft;15;41;43;45;89
2010;43;2010.10.30.;1;77 415 030 Ft;28;1 566 735 Ft;3045;15 255 Ft;78623;1 150 Ft;6;28;38;49;69
2010;42;2010.10.23.;1;758 449 445 Ft;21;2 199 810 Ft;2443;20 020 Ft;77471;1 230 Ft;12;23;30;33;61
2010;41;2010.10.16.;0;0 Ft;39;1 254 220 Ft;3176;16 305 Ft;85773;1 175 Ft;2;8;38;44;50
2010;40;2010.10.09.;0;0 Ft;30;1 698 160 Ft;2364;22 820 Ft;74594;1 405 Ft;10;29;62;74;83
2010;39;2010.10.02.;0;0 Ft;291;164 020 Ft;5983;8 445 Ft;126043;780 Ft;13;19;31;53;73
2010;38;2010.09.25.;0;0 Ft;11;4 233 945 Ft;1423;34 655 Ft;56550;1 695 Ft;26;30;36;41;81
2010;37;2010.09.18.;0;0 Ft;51;929 485 Ft;4329;11 595 Ft;102909;950 Ft;1;7;14;35;43
2010;36;2010.09.11.;0;0 Ft;36;1 420 660 Ft;3302;16 400 Ft;89597;1 175 Ft;25;32;36;43;63
2010;35;2010.09.04.;0;0 Ft;32;1 435 095 Ft;2938;16 550 Ft;72044;1 310 Ft;15;37;46;55;59
2010;34;2010.08.28.;0;0 Ft;50;899 170 Ft;3733;12 750 Ft;94556;980 Ft;3;11;16;22;87
2010;33;2010.08.21.;1;176 310 200 Ft;101;452 850 Ft;6376;7 595 Ft;130751;720 Ft;13;19;26;53;73
2010;32;2010.08.14.;0;0 Ft;21;2 579 575 Ft;1968;29 145 Ft;68981;1 615 Ft;39;42;47;81;89
2010;31;2010.08.07.;1;339 938 885 Ft;63;775 715 Ft;5001;10 345 Ft;109211;920 Ft;2;9;11;37;46
2010;30;2010.07.31.;0;0 Ft;68;707 450 Ft;4178;12 190 Ft;103537;955 Ft;1;3;38;63;72
2010;29;2010.07.24.;0;0 Ft;54;885 510 Ft;3551;14 260 Ft;93596;1 050 Ft;11;23;32;66;73
2010;28;2010.07.17.;0;0 Ft;24;1 993 250 Ft;2410;21 015 Ft;67766;1 455 Ft;25;49;76;78;85
2010;27;2010.07.10.;1;87 586 035 Ft;38;1 306 110 Ft;3288;15 985 Ft;88185;1 160 Ft;3;53;73;76;89
2010;26;2010.07.03.;1;3 177 138 790 Ft;60;1 531 390 Ft;7074;13 755 Ft;183291;1 030 Ft;14;17;21;28;50
2010;25;2010.06.26.;0;0 Ft;76;1 182 320 Ft;6169;15 425 Ft;163377;1 130 Ft;11;18;26;67;83
2010;24;2010.06.19.;0;0 Ft;68;1 182 065 Ft;5145;16 540 Ft;133855;1 235 Ft;4;44;65;73;89
2010;23;2010.06.12.;0;0 Ft;30;2 696 265 Ft;2829;30 275 Ft;95050;1 750 Ft;31;46;70;74;78
2010;22;2010.06.05.;0;0 Ft;33;2 268 765 Ft;3912;20 265 Ft;120561;1 280 Ft;9;18;76;85;90
2010;21;2010.05.29.;0;0 Ft;51;1 401 300 Ft;5234;14 455 Ft;149301;985 Ft;17;19;29;36;78
2010;20;2010.05.22.;0;0 Ft;68;1 050 575 Ft;4894;15 455 Ft;131329;1 120 Ft;4;6;52;77;78
2010;19;2010.05.15.;0;0 Ft;25;2 808 640 Ft;3047;24 400 Ft;98137;1 475 Ft;15;37;51;83;86
2010;18;2010.05.08.;0;0 Ft;42;1 690 925 Ft;3020;24 900 Ft;96949;1 510 Ft;2;30;50;72;84
2010;17;2010.05.01.;0;0 Ft;27;2 143 520 Ft;2768;22 140 Ft;82677;1 440 Ft;24;52;58;61;78
2010;16;2010.04.24.;0;0 Ft;46;1 401 045 Ft;4372;15 610 Ft;121534;1 090 Ft;1;10;42;55;73
2010;15;2010.04.17.;0;0 Ft;52;1 259 600 Ft;4007;17 310 Ft;105629;1 275 Ft;18;36;49;64;80
2010;14;2010.04.10.;0;0 Ft;98;707 820 Ft;7124;10 310 Ft;143705;995 Ft;18;23;45;53;64
2010;13;2010.04.03.;0;0 Ft;36;1 792 665 Ft;3746;18 240 Ft;101905;1 305 Ft;28;38;55;68;82
2010;12;2010.03.27.;0;0 Ft;46;1 319 710 Ft;4174;15 400 Ft;112080;1 115 Ft;8;22;53;63;71
2010;11;2010.03.20.;0;0 Ft;17;3 528 745 Ft;2329;27 270 Ft;78217;1 580 Ft;10;61;71;77;83
2010;10;2010.03.13.;0;0 Ft;40;1 634 640 Ft;3348;20 680 Ft;97098;1 385 Ft;1;29;50;55;70
2010;9;2010.03.06.;0;0 Ft;28;2 081 815 Ft;2238;27 580 Ft;70806;1 695 Ft;20;24;61;86;90
2010;8;2010.02.27.;0;0 Ft;58;934 715 Ft;4592;12 500 Ft;105946;1 055 Ft;9;24;54;79;82
2010;7;2010.02.20.;0;0 Ft;42;1 297 905 Ft;4411;13 085 Ft;116377;965 Ft;4;9;29;64;65
2010;6;2010.02.13.;0;0 Ft;59;917 840 Ft;4964;11 550 Ft;123633;900 Ft;13;26;27;30;45
2010;5;2010.02.06.;0;0 Ft;22;2 127 600 Ft;2802;17 690 Ft;84187;1 145 Ft;12;38;39;57;79
2010;4;2010.01.30.;0;0 Ft;51;872 955 Ft;3266;14 435 Ft;93447;980 Ft;3;16;31;52;53
2010;3;2010.01.23.;0;0 Ft;24;1 836 135 Ft;3066;15 220 Ft;93853;965 Ft;8;9;54;69;87
2010;2;2010.01.16.;0;0 Ft;31;1 457 275 Ft;2947;16 230 Ft;80928;1 150 Ft;25;35;42;57;87
2010;1;2010.01.09.;0;0 Ft;63;774 605 Ft;4393;11 760 Ft;121950;825 Ft;13;17;42;43;46
2009;53;2010.01.02.;0;0 Ft;32;1 452 590 Ft;2658;18 515 Ft;83637;1 145 Ft;5;42;46;71;81
2009;52;2009.12.26.;0;0 Ft;33;1 217 620 Ft;2989;14 235 Ft;79039;1 045 Ft;4;22;68;72;82
2009;51;2009.12.19.;0;0 Ft;38;1 113 190 Ft;3005;14 905 Ft;85948;1 015 Ft;6;28;33;41;45
2009;50;2009.12.12.;1;156 900 265 Ft;62;723 095 Ft;4013;11 830 Ft;98571;935 Ft;3;25;48;55;80
2009;49;2009.12.05.;0;0 Ft;16;2 754 900 Ft;2433;19 185 Ft;73201;1 240 Ft;21;38;46;61;65
2009;48;2009.11.28.;3;50 999 020 Ft;78;555 795 Ft;4726;9 715 Ft;104010;860 Ft;15;19;45;63;68
2009;47;2009.11.21.;0;0 Ft;9;4 816 245 Ft;1299;35 330 Ft;50594;1 765 Ft;60;73;75;82;86
2009;46;2009.11.14.;1;335 213 315 Ft;24;2 315 765 Ft;2272;25 900 Ft;75490;1 515 Ft;55;61;63;86;90
2009;45;2009.11.07.;0;0 Ft;36;1 270 525 Ft;3179;15 235 Ft;87216;1 080 Ft;6;32;57;66;77
2009;44;2009.10.31.;0;0 Ft;54;828 315 Ft;3242;14 610 Ft;88313;1 045 Ft;5;35;47;66;78
2009;43;2009.10.24.;0;0 Ft;42;1 045 425 Ft;3476;13 375 Ft;102340;885 Ft;18;19;54;57;84
2009;42;2009.10.17.;1;85 235 500 Ft;48;1 006 250 Ft;4234;12 080 Ft;110806;895 Ft;4;27;29;62;72
2009;41;2009.10.10.;1;2 189 049 755 Ft;57;1 288 960 Ft;4822;16 135 Ft;136891;1 105 Ft;15;28;51;52;73
2009;40;2009.10.03.;0;0 Ft;61;1 178 705 Ft;5086;14 970 Ft;141551;1 045 Ft;1;6;8;59;71
2009;39;2009.09.26.;0;0 Ft;87;815 680 Ft;5991;12 540 Ft;146434;1 000 Ft;16;24;33;54;84
2009;38;2009.09.19.;0;0 Ft;62;1 074 465 Ft;5152;13 690 Ft;143337;955 Ft;9;16;26;73;75
2009;37;2009.09.12.;0;0 Ft;125;557 105 Ft;7153;10 310 Ft;162510;880 Ft;1;11;21;29;81
2009;36;2009.09.05.;0;0 Ft;85;763 055 Ft;6367;10 785 Ft;152836;875 Ft;9;14;15;26;45
2009;35;2009.08.29.;0;0 Ft;108;592 130 Ft;6889;9 830 Ft;160506;820 Ft;9;12;35;56;58
2009;34;2009.08.22.;0;0 Ft;49;1 166 255 Ft;4811;12 575 Ft;122115;965 Ft;11;34;41;56;69
2009;33;2009.08.15.;0;0 Ft;26;2 588 005 Ft;3245;21 955 Ft;106525;1 300 Ft;4;43;61;77;80
2009;32;2009.08.08.;0;0 Ft;57;1 082 055 Ft;4939;13 220 Ft;119143;1 065 Ft;1;2;16;51;90
2009;31;2009.08.01.;0;0 Ft;92;619 815 Ft;5191;11 630 Ft;121931;965 Ft;15;23;41;67;73
2009;30;2009.07.25.;0;0 Ft;47;1 121 105 Ft;3173;17 585 Ft;92162;1 175 Ft;25;29;48;66;89
2009;29;2009.07.18.;0;0 Ft;46;1 116 235 Ft;4168;13 045 Ft;105840;1 000 Ft;1;6;20;33;38
2009;28;2009.07.11.;0;0 Ft;39;1 326 075 Ft;3183;17 205 Ft;92062;1 155 Ft;4;28;58;59;85
2009;27;2009.07.04.;0;0 Ft;21;2 315 250 Ft;2599;19 810 Ft;80976;1 235 Ft;2;54;66;78;81
2009;26;2009.06.27.;0;0 Ft;83;561 445 Ft;5496;8 980 Ft;132151;725 Ft;4;9;13;32;70
2009;25;2009.06.20.;0;0 Ft;22;2 090 895 Ft;2701;18 030 Ft;94017;1 005 Ft;3;4;32;83;90
2009;24;2009.06.13.;0;0 Ft;67;704 680 Ft;4185;11 945 Ft;102215;950 Ft;1;7;17;40;81
2009;23;2009.06.06.;0;0 Ft;16;2 674 540 Ft;2354;19 250 Ft;71895;1 225 Ft;31;37;66;73;77
2009;22;2009.05.30.;0;0 Ft;22;1 945 755 Ft;2012;22 525 Ft;66382;1 330 Ft;25;66;76;77;90
2009;21;2009.05.23.;0;0 Ft;64;663 920 Ft;4450;10 110 Ft;110366;795 Ft;1;13;33;46;54
2009;20;2009.05.16.;0;0 Ft;18;2 424 850 Ft;1903;24 285 Ft;64497;1 395 Ft;2;38;44;61;76
2009;19;2009.05.09.;1;1 149 746 950 Ft;59;943 125 Ft;3806;15 480 Ft;107978;1 060 Ft;27;33;38;71;81
2009;18;2009.05.02.;0;0 Ft;38;1 386 135 Ft;4180;13 340 Ft;109353;990 Ft;10;16;29;34;42
2009;17;2009.04.25.;0;0 Ft;21;2 582 560 Ft;2419;23 740 Ft;86480;1 290 Ft;20;43;53;54;58
2009;16;2009.04.19.;0;0 Ft;44;1 129 170 Ft;4105;12 815 Ft;107358;955 Ft;17;21;57;62;71
2009;15;2009.04.11.;0;0 Ft;93;570 170 Ft;5324;10 545 Ft;134731;810 Ft;4;7;31;54;57
2009;14;2009.04.04.;0;0 Ft;37;1 288 265 Ft;4001;12 615 Ft;111568;880 Ft;7;11;15;66;79
2009;13;2009.03.28.;0;0 Ft;27;1 793 660 Ft;2484;20 645 Ft;75949;1 315 Ft;14;32;53;70;86
2009;12;2009.03.21.;0;0 Ft;24;1 931 555 Ft;2224;22 070 Ft;70576;1 350 Ft;20;44;52;74;85
2009;11;2009.03.14.;0;0 Ft;24;2 270 330 Ft;2242;25 735 Ft;88176;1 270 Ft;26;31;33;36;37
2009;10;2009.03.07.;0;0 Ft;40;1 148 085 Ft;3184;15 270 Ft;83510;1 130 Ft;11;25;57;79;86
2009;9;2009.02.28.;0;0 Ft;22;2 034 805 Ft;2373;19 975 Ft;79204;1 165 Ft;7;22;79;86;88
2009;8;2009.02.21.;0;0 Ft;69;655 720 Ft;5084;9 425 Ft;117054;795 Ft;5;19;26;62;64
2009;7;2009.02.14.;0;0 Ft;95;561 990 Ft;5235;10 800 Ft;118796;925 Ft;4;16;22;39;69
2009;6;2009.02.07.;1;870 050 995 Ft;53;1 031 055 Ft;4700;12 310 Ft;113428;990 Ft;18;22;29;47;51
2009;5;2009.01.31.;0;0 Ft;30;1 765 385 Ft;3935;14 250 Ft;107046;1 020 Ft;27;43;53;74;75
2009;4;2009.01.24.;0;0 Ft;21;2 516 895 Ft;2581;21 685 Ft;82073;1 325 Ft;2;29;31;43;85
2009;3;2009.01.17.;0;0 Ft;40;1 235 085 Ft;2838;18 430 Ft;76633;1 325 Ft;16;43;48;76;86
2009;2;2009.01.10.;0;0 Ft;29;1 804 730 Ft;2818;19 665 Ft;90167;1 195 Ft;4;41;56;84;85
2009;1;2009.01.03.;0;0 Ft;37;1 235 215 Ft;3727;12 985 Ft;102574;915 Ft;9;12;36;51;60
2008;52;2008.12.27.;0;0 Ft;27;1 610 810 Ft;2619;17 585 Ft;77890;1 150 Ft;26;34;66;67;83
2008;51;2008.12.20.;0;0 Ft;24;1 930 915 Ft;2242;21 885 Ft;78323;1 220 Ft;1;23;24;39;62
2008;50;2008.12.13.;0;0 Ft;24;2 078 820 Ft;2444;21 615 Ft;83059;1 235 Ft;1;15;43;44;51
2008;49;2008.12.06.;0;0 Ft;24;1 891 570 Ft;2404;19 995 Ft;73335;1 275 Ft;11;24;31;60;84
2008;48;2008.11.29.;1;159 152 200 Ft;57;787 265 Ft;4397;10 805 Ft;111999;825 Ft;10;13;28;52;65
2008;47;2008.11.22.;0;0 Ft;98;462 370 Ft;5767;8 320 Ft;127586;730 Ft;9;13;16;39;67
2008;46;2008.11.15.;1;175 138 540 Ft;98;530 515 Ft;7230;7 615 Ft;156171;685 Ft;9;13;29;33;64
2008;45;2008.11.08.;0;0 Ft;34;1 389 845 Ft;3753;13 330 Ft;102081;955 Ft;9;22;24;49;88
2008;44;2008.11.01.;1;2 310 384 275 Ft;82;676 010 Ft;5492;10 685 Ft;121096;940 Ft;2;9;39;69;75
2008;43;2008.10.25.;0;0 Ft;67;865 335 Ft;5412;11 345 Ft;132902;900 Ft;5;14;36;46;54
2008;42;2008.10.18.;0;0 Ft;37;1 646 215 Ft;2983;21 620 Ft;91815;1 365 Ft;31;52;55;59;62
